time,KD,K,D,Bias,MACD,DIF,OSC,MFI
090540,12.125544624226599,51.19400043158263,39.06845580735603,0.02045408058907636,,,,19.1498162898326
090550,18.929474098021586,67.46266695438841,48.533192856366824,0.024545900834555743,,,,16.809313795611985
090600,19.85016785326141,78.30844463625894,58.45827678299753,0.028638055885129323,,,,18.647517039178453
090610,18.053790871894506,85.53896309083929,67.48517221894478,0.02863805588511188,,,,17.07322579611352
090620,15.249424338854283,90.35930872722619,75.10988438837191,0.02863805588511188,,,,17.07322579611352
090630,12.3086587309637,93.57287248481745,81.26421375385375,0.0245459008345383,-5.575071443547541,-3.0033021100792183,2.571769333468323,17.07322579611352
090640,9.634023046238582,95.71524832321163,86.08122527697304,0.01636259510756918,-5.0072929439406995,-2.7361789455133305,2.271113998427369,17.07322579611352
090650,7.37484907011202,97.14349888214107,89.76864981202905,0.012271444348988716,-4.512596189174956,-2.5338091701119794,1.9787870190629766,17.07322579611352
090700,5.55134407293221,98.09566592142737,92.54432184849516,0.008180628272243867,-4.086972614397106,-2.3844783152857048,1.7024942991114012,17.07322579611352
090710,4.124081399415388,98.73044394761824,94.60636254820285,0.004090146836250264,-3.7252588808047,-2.278403946435077,1.446854934369623,17.07322579611352
090720,-19.190711055416017,65.82029596507883,85.01100702049484,-1.7436631552395094e-14,-3.4212441490032073,-2.2051852217972367,1.2160589272059705,18.67346888136923
090730,-27.42053980696153,43.88019731005255,71.30073711701408,-0.004089812277630173,-3.1695986983367845,-2.163016895671092,1.0065818026656927,13.647546393518752
090740,-28.03151482909714,29.253464873368365,57.284979702465506,-0.004089812277630173,-2.964364068632375,-2.1434255498147365,0.8209385188176386,11.481014739221962
090750,-25.18844652459107,19.50230991557891,44.69075644016998,-0.004089812277612738,-2.7998404517987843,-2.1417459844644213,0.6580944673343629,11.481014739221962
090800,-21.126144330967136,13.001539943719273,34.12768427468641,0.0,-2.6706961625841084,-2.1541190057254056,0.5165771568587028,11.481014739221962
090810,-16.973327319249044,8.667693295812848,25.64102061506189,0.004090146836267702,-2.57202910710733,-2.1773608852002155,0.39466822190711426,11.481014739221962
090820,-13.241705611902216,5.778462197208565,19.02016780911078,-0.11044299914100307,-2.500740116963263,-2.2155841563869956,0.28515596057626746,10.870457212537914
090830,-10.111906451758935,3.852308131472377,13.964214583231312,-0.1063568681993043,-2.4522754885865132,-2.2584169750795127,0.19385851350700056,10.846104740871922
090840,-7.597339441499818,2.5682054209815846,10.165544862481402,-0.0981836033382404,-2.4231437366830546,-2.306616729069219,0.11652700761383539,10.200770694652704
090850,-5.635605276773564,1.7121369473210564,7.34774222409462,-0.09409646933682607,-2.409763240585149,-2.3562412561935275,0.05352198439162148,8.12591355057529
090900,-4.137545061698166,1.1414246315473708,5.2789696932455366,-0.2086657665398501,-2.4104400536921013,-2.4131473061199102,-0.0027072524278088927,7.990902686728305
090910,-3.0120132925870817,0.7609497543649139,3.7729630469519955,-0.200499202095039,-2.422484227615543,-2.4706609233093104,-0.04817669569376726,7.806506563094985
090920,8.934002303972756,17.173966502911128,8.239964198938372,-0.07365578197890556,-2.4417940928748307,-2.5190335539119815,-0.07723946103715074,8.11624381582024
090930,2.1395645353349213,11.449311001940751,9.30974646660583,-0.18824684891148022,-2.467609831218628,-2.570872784593817,-0.10326295337518898,7.9750277674105945
090940,-1.1179149768746637,7.632874001293834,8.750788978168497,-0.1841620626151431,-2.49861171102605,-2.6226192302557365,-0.12400751922968656,7.838696641986061
090950,-2.441470873759517,5.088582667529222,7.530053541288739,-0.1800769419661583,-2.533183863272952,-2.671472472260561,-0.13828860898760897,6.705948658034188
091000,-2.7584433975128375,3.3923884450194812,6.150831842532319,-0.17190569744602546,-2.57004753605052,-2.717502227160793,-0.14745469111027276,6.705948658034188
091010,8.518284747208547,18.928258963345137,10.40997421613659,-0.1637331150225737,-2.6086458053247754,-2.763038882421796,-0.15439307709702055,6.632027153062182
091020,1.4725767285067786,12.618839308896757,11.146262580389978,-0.2742866500184519,-2.648901972968834,-2.8099266435450687,-0.16102467057623482,6.03472930214906
091030,-1.8224686940836499,8.412559539264503,10.235028233348153,-0.26612077789152433,-2.690145700007654,-2.8551206081629346,-0.1649749081552807,5.953653836851643
091040,-3.0844368047812116,5.608373026176335,8.692809830957547,-0.25386946196052346,-2.7313648975150095,-2.896241687544432,-0.16487679002942235,4.273199057825565
091050,7.808514790994771,20.405582017449703,12.597067226454932,-0.12285012285013332,-2.7704863929028694,-2.9269723744543086,-0.15648598155143922,5.013921356436498
091100,22.893324967896575,46.937054678299795,24.04372971040322,-0.11466950610207376,-2.8075700444208946,-2.9559046504929967,-0.14833460607210203,3.1073270600021203
091110,4.831760050086654,31.291369785533195,26.45960973544654,-0.22527134958018075,-2.8435731119577374,-2.9875853821051095,-0.14401227014737206,3.020511550138721
091120,-3.732464363394051,20.86091319035546,24.593377553749512,-0.21300999508436566,-2.8786265708368197,-3.0188404063531493,-0.1402138355163296,1.3388091363398047
091130,-7.124068062341692,13.907275460236974,21.031343522578666,-0.20074562661310916,-2.9123362388337863,-3.047174910821653,-0.13483867198786648,1.306661738394439
091140,-7.839884366058232,9.271516973491316,17.11140133954955,-0.1884782430549374,-2.9444486627534037,-3.072898358431871,-0.12844969567846753,1.306661738394439
091150,-7.286926682592446,6.181011315660877,13.467937998253323,-0.17620784329789982,-2.9748155225071757,-3.096282961522263,-0.12146743901508739,1.306661738394439
091200,15.99071303034706,37.45400754377391,21.463294513426852,-0.04508011966720324,-3.0020199932329357,-3.1108378761359745,-0.10881788290303884,1.8408081245787713
091210,24.55958478828161,58.30267169584927,33.74308690756766,-0.03688675765398615,-3.0261675752274506,-3.1227579032055104,-0.09659032797805978,5.57743560551225
091220,3.416907259776792,38.86844779723285,35.451540537456054,-0.1475651746187781,-3.0492219189649408,-3.1414392939148996,-0.09221737494995885,5.3150734294777635
091230,-6.359494670644995,25.912298531488563,32.27179320213356,-0.13528471282743235,-3.0715288008583954,-3.160756328432214,-0.08922752757381858,5.24657444001474
091240,-9.997951676316344,17.27486568765904,27.272817363975385,-0.12300123001227567,-3.092847127002312,-3.1781204315779803,-0.08527330457566817,5.169087583112258
091250,11.718062062975982,44.84991045843935,33.13184839546337,0.008200754469421208,-3.1116828635097056,-3.1870258095392785,-0.07534294602957292,5.190957336919311
091300,20.06761682899746,63.23327363895956,43.1656568099621,0.016402854096615373,-3.1285252733357813,-3.1958949126400853,-0.06736963930430395,4.751093724875886
091310,-0.6734273671038196,42.15551575930637,42.82894312641019,-0.09432801542056407,-3.1446445591392798,-3.209121702353272,-0.06447714321399234,4.735739007588805
091320,-9.81684396902618,28.10367717287091,37.92052114189709,-0.08613264427217077,-3.160394423228163,-3.2233938795836963,-0.06299945635553339,4.510554665075887
091330,-12.789824239988764,18.73578478191394,31.525609021902703,-0.07793592846302053,-3.175533866776005,-3.2360916409673735,-0.06055777419136854,4.384174821893396
091340,9.532164999582172,45.82385652127596,36.291691521693785,0.04922471080483172,-3.188563175940366,-3.2406804125978113,-0.052117236657445165,4.527056591009384
091350,18.39391966166012,63.882571014183966,45.488651352523846,0.0533289576239763,-3.1995130449443137,-3.243312520960103,-0.043799476015789374,4.670406136589719
091400,20.288708437954753,75.92171400945597,55.633005571501215,0.0533289576239588,-3.208932924206433,-3.2466124412549107,-0.037679517048477607,4.650763243504457
091410,-3.345686376798156,50.614476006303974,53.96016238310213,-0.06563833278635747,-3.218572087230797,-3.2571287393282518,-0.03855665209745496,4.6293460217616484
